theta vorticity
110.99997039018957 -1.69095
111.00007737041157 -1.69094
111.857607523841 -1.56222
111.85775654005135 -1.56221
112.71474667218163 -1.43783
112.71485237564784 -1.43781
113.57164321710347 -1.31755
113.57174824700328 -1.31754
114.42838262110523 -1.20125
114.42848695409167 -1.20124
115.28526052404722 -1.08882
115.28536413660555 -1.08881
116.14236380671878 -0.980225
116.14251716499105 -0.980212
117.00003820116231 -0.87534
117.00003820116231 -0.875351
117.85755358665885 -0.774215
117.85770844398962 -0.774202
118.71474457090471 -0.677163
118.71484507002407 -0.677151
119.57159252345716 -0.583972
119.57174874015723 -0.583962
120.42840149692074 -0.494502
120.42850030470393 -0.494491
121.28524948945025 -0.408613
121.2853474182749 -0.408603
122.14238552322573 -0.326218
122.14248255090749 -0.326208
123.00000168172409 -0.247189
123.00009778601952 -0.247181
123.85762207867202 -0.171498
123.85771723805178 -0.171489
124.7147722429814 -0.0993581
124.71486643673217 -0.0993489
125.57167291705878 -0.0305521
125.57167291705878 -0.0305595
126.4283270873747 0.035031
126.42848733389792 0.0350389
127.2851801503806 0.0975551
127.28534074015772 0.0975625
128.14233346520678 0.15712
128.14249436259198 0.157127
128.99999813745796 0.213855
129.00007025218463 0.213861
129.85768576007558 0.267806
129.85768576007558 0.267813
130.71471099878852 0.31885
130.71487260246693 0.318856
131.57158820395108 0.367161
131.57167393281375 0.367167
132.42843227630547 0.412852
132.42843227630547 0.412847
133.28526476743622 0.456027
133.28534818404353 0.456032
134.14244542192154 0.496799
134.14244542192154 0.496804
135.0 0.535266
135.85755457807846 0.571474
135.85755457807846 0.571469
136.71465181595647 0.605339
136.71473523256378 0.605343
137.57156772369453 0.636997
137.57156772369453 0.637001
138.42832606718625 0.666502
138.42832606718625 0.666506
139.28512739753307 0.693939
139.28520214484635 0.693942
140.14231423992442 0.719373
140.14231423992442 0.719376
140.99992974781537 0.742868
141.00000186254204 0.742869
141.85750563740802 0.764448
141.85766653479322 0.764451
142.71465925984228 0.78406
142.7148198496194 0.784062
143.57151266610208 0.801768
143.5716729126253 0.80177
144.42832708294122 0.817589
144.42832708294122 0.817591
145.28513356326783 0.831558
145.28522775701862 0.83156
146.1422827619482 0.84371
146.14237792132798 0.843712
146.99990221398048 0.854064
146.9999983182759 0.854065
147.8575174490925 0.862639
147.85761447677427 0.86264
148.7146525817251 0.869387
148.71475051054972 0.869388
149.57149969529607 0.87433
149.57159850307926 0.874331
150.42825125984277 0.877451
150.42840747654284 0.877452
151.28515492997593 0.878759
151.28525542909526 0.878759
152.14229155601038 0.878262
152.14244641334116 0.878263
152.9999617988377 0.875952
152.9999617988377 0.875952
153.85748283500894 0.871868
153.85763619328122 0.871868
154.71463586339445 0.865981
154.7147394759528 0.86598
155.57151304590832 0.858293
155.57161737889476 0.858292
156.42825175299672 0.848784
156.42835678289654 0.848783
157.28514762435216 0.837454
157.28525332781837 0.837453
158.1422861226734 0.824315
158.142392476159 0.824314
158.9999226295884 0.809355
159.0000296098104 0.809355
159.8575676982518 0.792657
159.8576752811182 0.792655
160.71464783387862 0.774232
160.7147559949557 0.77423
161.57146512303945 0.754094
161.57161006267313 0.754092
162.42828421459149 0.732241
162.4283934591033 0.732239
163.2851151715466 0.708693
163.28522492117332 0.70869
164.1422934368238 0.683481
164.14240366715092 0.683478
164.99986870056554 0.656614
164.99986870056554 0.656614
164.99997938718414 0.656611
165.85756148861034 0.628223
165.85767260679435 0.62822
166.71461926203182 0.598384
166.71473078660804 0.598381
167.57148327508236 0.567132
167.57159518095705 0.567129
168.42820876272393 0.534502
168.4283210249403 0.534498
169.28512416108768 0.500539
169.28522549521705 0.500535
170.1422730254793 0.465306
170.1423746350417 0.465302
170.99990537339113 0.428838
170.99999591781173 0.428834
171.85750678628858 0.391313
171.85762510889103 0.391309
172.71464584742677 0.352868
172.71477404498717 0.352863
173.57152409767687 0.313562
173.57161519438841 0.313558
174.4282750853599 0.273465
174.42837773026076 0.273461
175.28512550865736 0.232646
175.28522829188614 0.232642
176.14227870737713 0.19119
176.14238160592882 0.191185
176.9999018978859 0.149154
177.00000488868665 0.149153
177.85751174040922 0.106742
177.85761480061535 0.106737
178.71464681021675 0.0641317
178.71476137276093 0.0641265
179.57152525691032 0.0213931
179.57162036505935 0.0213889
180.4282730679757 -0.0213841
180.42837963494065 -0.0213888
181.28513552094054 -0.0641222
181.28523862723907 -0.0641266
182.14226640449755 -0.106732
182.14238519938465 -0.106737
182.99990356391865 -0.149149
182.99999511131335 -0.14915
183.85751549549457 -0.19118
183.85761839407118 -0.191185
184.71465750449067 -0.232637
184.71476028775325 -0.232642
185.57153102979726 -0.273457
185.57162226973924 -0.273461
186.4282709346763 -0.313553
186.42838480561159 -0.313558
187.28512365544776 -0.35286
187.28522595501283 -0.352864
188.14226145501806 -0.391304
188.14237489110897 -0.391308
188.99991353772236 -0.428833
189.00000408218827 -0.428834
189.8575237553333 -0.465298
189.8576253649583 -0.465302
190.71464060664425 -0.50053
190.71477450478295 -0.500535
191.57154372669925 -0.534495
191.5716789750597 -0.534499
192.4282929130719 -0.567124
192.42840481904295 -0.567128
193.28515768871324 -0.598378
193.28526921339196 -0.598381
194.14232739320565 -0.628217
194.14232739320565 -0.628221
194.99990992608264 -0.656611
195.00002061281586 -0.656614
195.85748610240145 -0.683476
195.85759633284908 -0.683478
196.71466532907368 -0.708686
196.71477507882668 -0.708689
197.571497296253 -0.732237
197.5716065408967 -0.73224
198.42828122229992 -0.754088
198.42838993732687 -0.754091
199.2851358438243 -0.774229
199.2852440050443 -0.774231
200.1423247188818 -0.792655
200.1423247188818 -0.792654
200.9999703901896 -0.809354
200.9999703901896 -0.809355
201.85750117019703 -0.824312
201.857607523841 -0.824314
202.71459672007302 -0.83745
202.71474667218163 -0.837452
203.57149236269365 -0.848783
203.57164321710346 -0.848785
204.42823089827004 -0.858291
204.42838262110524 -0.858292
205.28510796667857 -0.86598
205.2852605240472 -0.865981
206.14226093777535 -0.871868
206.14236380671878 -0.871868
206.99988407626543 -0.875952
207.0000382011623 -0.875952
207.85755358665884 -0.878262
207.85755358665884 -0.878262
208.7145890164793 -0.878758
208.71474457090474 -0.878758
209.57149285878938 -0.877454
209.57159252345716 -0.877454
210.42824465305088 -0.87433
210.42840149692074 -0.874329
211.2850920534349 -0.86939
211.28524948945028 -0.869389
212.1422275300561 -0.862641
212.14238552322573 -0.86264
212.99984316648596 -0.854066
213.0000016817241 -0.854065
213.85746307686617 -0.843714
213.85762207867202 -0.843712
214.71461279034844 -0.831561
214.71477224298138 -0.831559
215.57151304967763 -0.817594
215.57167291705878 -0.817592
216.4283270873747 -0.801771
216.4283270873747 -0.801769
217.2851801503806 -0.784066
217.2851801503806 -0.784064
218.14226269170567 -0.764453
218.14233346520678 -0.76445
218.99990908320748 -0.742872
218.99999813745796 -0.742871
219.85752435571567 -0.719379
219.85768576007558 -0.719376
220.71463625173604 -0.693944
220.71479785515365 -0.69394
221.57151216630567 -0.666511
221.57158820395108 -0.666508
222.42827038288647 -0.637003
222.42843227630547 -0.636999
223.28510278328028 -0.605349
223.28526476743622 -0.605345
224.14228338346797 -0.571478
224.14244542192154 -0.571474
224.9998379433424 -0.535271
225.0 -0.535266
225.85755457807846 -0.496799
225.85755457807846 -0.496804
226.71465181595647 -0.45603
226.71473523256378 -0.456025
227.57156772369453 -0.412854
227.57156772369453 -0.412849
228.42832606718625 -0.367165
228.42832606718625 -0.367159
229.28512739753307 -0.318857
229.28520214484635 -0.318851
230.14231423992442 -0.267813
230.14231423992442 -0.267806
230.99992974781537 -0.213861
231.00000186254204 -0.213855
231.85750563740802 -0.157128
231.85766653479322 -0.157121
232.71465925984228 -0.0975616
232.7148198496194 -0.0975537
233.57151266610208 -0.0350398
233.5716729126253 -0.0350325
234.42832708294122 0.0305529
234.42832708294122 0.030561
235.28513356326783 0.0993481
235.28522775701862 0.0993566
236.14228276194822 0.171489
236.14237792132798 0.171499
236.99990221398048 0.247181
236.9999983182759 0.247184
237.8575174490925 0.326208
237.85761447677427 0.326218
238.7146525817251 0.408604
238.71475051054975 0.408615
239.57149969529607 0.49449
239.57159850307926 0.4945
240.42825125984277 0.583963
240.42840747654284 0.583975
241.28515492997593 0.67715
241.2852554290953 0.677162
242.14229155601038 0.774202
242.14244641334113 0.774214
242.9999617988377 0.87534
242.9999617988377 0.875344
243.85748283500897 0.980212
243.85763619328122 0.980225
244.71463586339445 1.08881
244.7147394759528 1.08883
245.57151304590832 1.20124
245.57161737889476 1.20125
246.42825175299672 1.31754
246.42835678289651 1.31755
247.28514762435216 1.43781
247.28525332781837 1.43783
248.1422861226734 1.56221
248.142392476159 1.56222
248.9999226295884 1.69094
249.00002960981044 1.69094
249.8575676982518 1.82349
249.8576752811182 1.8235
250.71464783387862 1.95979
250.71475599495574 1.95981
251.57146512303945 2.0999
251.57161006267313 2.09992
252.42828421459149 2.24381
252.4283934591033 2.24383
253.2851151715466 2.39158
253.28522492117332 2.39159
254.14229343682376 2.54332
254.14240366715092 2.54333
254.99986870056554 2.69923
254.99997938718414 2.69923
255.85756148861032 2.85862
255.85767260679438 2.85864
256.7146192620318 3.02137
256.714730786608 3.02139
257.57148327508236 3.18747
257.57159518095705 3.18749
258.4282087627239 3.35683
258.42832102494026 3.35685
259.28512416108765 3.52946
259.28522549521705 3.52948
260.1422730254793 3.70546
260.14237463504173 3.70548
260.99990537339113 3.885
260.9999959178117 3.88502
261.8575067862886 4.06721
261.85762510889106 4.06723
262.71464584742677 4.2519
262.71477404498717 4.25192
263.5715240976769 4.43903
263.5716151943884 4.43905
264.4282750853599 4.62841
264.42837773026076 4.62843
265.28512550865736 4.82001
265.28522829188614 4.82003
266.14227870737716 5.0139
266.14238160592885 5.01393
266.99990189788593 5.21022
267.00000488868665 5.21023
267.8575117404092 5.40795
267.85761480061535 5.40798
268.7146468102168 5.60688
268.7147613727609 5.6069
269.5715252569103 5.8069
269.57162036505935 5.80692
270.42827306797574 6.00775
270.42837963494065 6.00777
271.28513552094057 6.20936
271.2852386272391 6.20938
272.14226640449755 6.41177
272.14238519938465 6.4118
272.9999035639187 6.61512
272.99999511131335 6.61514
273.85751549549457 6.81827
273.8576183940712 6.81829
274.7146575044907 7.021
274.7147602877533 7.02102
275.57153102979726 7.22318
275.57162226973924 7.2232
276.4282709346763 7.42446
276.4283848056116 7.42449
277.28512365544776 7.62477
277.28522595501283 7.62479
278.14226145501806 7.82415
278.14237489110894 7.82417
278.99991353772236 8.02269
279.0000040821883 8.0227
279.8575237553333 8.21923
279.85762536495827 8.21925
280.71464060664425 8.41358
280.71477450478295 8.4136
281.57154372669925 8.60558
281.57167897505974 8.6056
282.4282929130719 8.79485
282.42840481904295 8.79487
283.28515768871324 8.98129
283.285269213392 8.98131
284.1423273932056 9.16497
284.1423273932056 9.16499
284.99990992608264 9.34596
285.00002061281583 9.34597
285.8574861024015 9.52313
285.8575963328491 9.52314
286.7146653290737 9.69635
286.7147750788267 9.69637
287.571497296253 9.86547
287.5716065408967 9.86548
288.4282812222999 10.0301
288.42838993732687 10.0301
289.2851358438243 10.19
289.2852440050443 10.19
290.1423247188818 10.3455
290.1423247188818 10.3455
290.99997039018956 10.4965
290.99997039018956 10.4965
291.857501170197 10.642
291.857607523841 10.642
292.714596720073 10.782
292.7147466721816 10.782
293.5714923626937 10.9164
293.5716432171035 10.9164
294.42823089827004 11.0446
294.42838262110524 11.0446
295.28510796667854 11.1666
295.2852605240472 11.1666
296.14226093777535 11.2826
296.1423638067188 11.2826
296.9998840762654 11.3927
297.00003820116234 11.3927
297.85755358665887 11.4959
297.85755358665887 11.4959
298.7145890164793 11.5923
298.7147445709047 11.5923
299.5714928587894 11.6818
299.5715925234572 11.6818
300.4282446530509 11.764
300.42840149692074 11.764
301.28509205343494 11.8388
301.2852494894503 11.8388
302.14222753005606 11.9064
302.1423855232257 11.9064
302.99984316648596 11.9669
303.0000016817241 11.9669
303.85746307686617 12.0195
303.857622078672 12.0195
304.71461279034844 12.0646
304.7147722429814 12.0646
305.57151304967766 12.102
305.5716729170588 12.102
306.42832708737467 12.1312
306.42832708737467 12.1312
307.2851801503806 12.1523
307.2851801503806 12.1523
308.1422626917057 12.1655
308.1423334652068 12.1655
308.9999090832075 12.1709
308.99999813745796 12.1709
309.85752435571567 12.1678
309.8576857600756 12.1678
310.714636251736 12.1568
310.7147978551536 12.1568
311.57151216630564 12.1377
311.571588203951 12.1377
312.42827038288647 12.1102
312.4284322763055 12.1102
313.2851027832803 12.0741
313.2852647674362 12.0741
314.142283383468 12.0299
314.14244542192154 12.0299
314.9998379433424 11.9775
315.0 11.9775
315.85755457807846 11.9166
315.85755457807846 11.9166
316.7146518159565 11.8477
316.71473523256384 11.8477
317.57156772369456 11.7709
317.57156772369456 11.7709
318.4283260671863 11.6857
318.4283260671863 11.6857
319.2851273975331 11.5921
319.2852021448464 11.5921
320.1423142399244 11.4904
320.1423142399244 11.4904
320.9999297478154 11.3807
321.00000186254204 11.3806
321.85750563740805 11.2626
321.8576665347932 11.2626
322.7146592598423 11.1371
322.7148198496194 11.1371
323.5715126661021 11.004
323.57167291262533 11.004
324.4283270829412 10.863
324.4283270829412 10.863
325.28513356326783 10.7141
325.2852277570186 10.7141
326.1422827619482 10.5576
326.14237792132803 10.5575
326.9999022139805 10.3934
326.9999983182759 10.3934
327.85751744909254 10.2216
327.8576144767743 10.2216
328.7146525817251 10.0431
328.7147505105497 10.0431
329.5714996952961 9.85783
329.57159850307926 9.85781
330.4282512598428 9.66541
330.4284074765428 9.66539
331.285154929976 9.4659
331.2852554290953 9.46588
332.1422915560104 9.25954
332.1424464133412 9.25951
332.9999617988377 9.04634
332.9999617988377 9.04631
333.8574828350089 8.82641
333.8576361932812 8.82639
334.71463586339445 8.60089
334.7147394759528 8.60086
335.5715130459083 8.36958
335.57161737889476 8.36956
336.42825175299674 8.13224
336.42835678289657 8.13222
337.2851476243522 7.88889
337.2852533278184 7.88886
338.1422861226734 7.63974
338.142392476159 7.63971
338.9999226295884 7.38477
339.00002960981044 7.38476
339.85756769825184 7.12432
339.8576752811182 7.12429
340.71464783387864 6.85952
340.7147559949557 6.85949
341.57146512303945 6.59019
341.57161006267313 6.59016
342.4282842145915 6.31614
342.4283934591033 6.31611
343.28511517154664 6.03739
343.2852249211733 6.03736
344.1422934368238 5.75411
344.1424036671509 5.75408
344.99986870056557 5.46625
344.9999793871841 5.46622
345.8575614886104 5.17433
345.8576726067944 5.1743
346.7146192620319 4.87948
346.714730786608 4.87945
347.57148327508236 4.58151
347.57159518095705 4.58148
348.4282087627239 4.28031
348.42832102494026 4.28028
349.28512416108765 3.97588
349.28522549521705 3.97585
350.1422730254793 3.66835
350.14237463504173 3.66832
350.99990537339113 3.35762
350.9999959178117 3.35761
351.8575067862886 3.04442
351.85762510889106 3.04438
352.71464584742677 2.72979
352.71477404498717 2.72975
353.57152409767684 2.41356
353.5716151943884 2.41353
354.4282750853599 2.0957
354.42837773026076 2.09566
355.28512550865736 1.77619
355.28522829188614 1.77615
356.14227870737716 1.45511
356.1423816059288 1.45508
356.99990189788593 1.13233
357.00000488868665 1.13232
357.8575117404092 0.808731
357.85761480061535 0.808694
358.7146468102168 0.485263
358.7147613727609 0.485223
359.5715252569104 0.161771
359.57162036505935 0.161739
